VENDOR DESCRIPTION,VENDOR ARTICLE NUMBER,IMPA,PRICE
"stainless steel casing - brass internals""",075220GL1/2_S,653138,15.23
"stainless steel casing - brass internals""",075220B/GL1/2,653138,8.85
"stainless steel casing - brass internals""",075220B/GL1/2_S,653138,8.85
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-160 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100220GL,653139,22.5
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-160 bar - Cl 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100220GL+,653139,18.38
"Pressure gauge 100 mm. rimless (A), range 0-160 bar - Cl 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100220B/GL,653139,10.88
"(alt. 213.50.063)""",063221A,653140,10.13
"(alt. 213.53.063)""",63221,653140,9
"Pressure gauge 63 mm. rimless (A), range 0-250 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063221B,653140,3.98
"MANODRUCK pressure gauge 80 mm. rimless (A), range 0-250 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080221GL1/2_S,653141,19.88
"stainless steel casing - brass internals""",075221GL1/2_S,653141,15.23
"stainless steel casing - brass internals""",075221B/GL1/2,653141,8.85
"stainless steel casing - brass internals""",075221B/GL1/2_S,653141,8.85
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-250 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100221GL,653142,22.5
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-250 bar - Cl 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100221GL+,653142,18.38
"stainless steel casing - brass internals""",100221B/GL,653142,10.88
"(alt. 213.50.063)""",063222A,653143,10.13
"(alt. 213.53.063)""",63222,653143,9
"Pressure gauge 63 mm. rimless (A), range 0-400 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063222B,653143,3.98
"MANODRUCK pressure gauge 80 mm. rimless (A), range 0-400 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080222GL1/2_S,653144,19.88
"stainless steel casing - brass internals""",075222GL1/2_S,653144,15.23
"stainless steel casing - brass internals""",075222B/GL1/2,653144,8.85
"stainless steel casing - brass internals""",075222B/GL1/2_S,653144,8.85
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-400 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100222GL,653145,22.5
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-400 bar - Cl 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100222GL+,653145,18.38
"Pressure gauge 100 mm. rimless (A), range 0-400 bar - Cl 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100222B/GL,653145,10.88
"(alt. 213.50.063)""",063223A,653146,10.13
"(alt. 213.53.063)""",63223,653146,9
"Pressure gauge 63 mm. rimless (A), range 0-600 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063223B,653146,3.98
"MANODRUCK pressure gauge 80 mm. rimless (A), range 0-600 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080223GL1/2_S,653147,19.88
"stainless steel casing - brass internals""",075223GL1/2_S,653147,15.23
"stainless steel casing - brass internals""",075223B/GL1/2,653147,8.85
"stainless steel casing - brass internals""",075223B/GL1/2_S,653147,8.85
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-600 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100223GL,653148,37.5
"MANODRUCK pressure gauge 100 mm. rimless (A), range 0-600 bar - Cl 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100223GL+,653148,18.38
"Pressure gauge 100 mm. rimless (A), range 0-600 bar - Cl 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100223B/GL,653148,14.25
"(alt. 213.50.063)""",063505A,653151,11.4
"(alt. 213.53.063)""",63505,653151,10.13
"Compound gauge 63 mm. round rim (B), range -1/+1.5 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063505B,653151,4.5
"MANODRUCK compound gauge 80 mm. round rim (B), range -1/+1.5 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080505GL1/2_S,653152,21.57
"MANODRUCK compound gauge 75 mm. round rim (B), range -1/+1.5 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075505GL1/2,653152,15.75
"MANODRUCK compound gauge 75 mm. round rim (B), range -1/+1.5 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075505GL1/2_S,653152,15.75
"Compound gauge 75 mm. round rim (B), range -1/+1.5 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075505B/GL1/2,653152,9.9
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+1.5 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100505GL,653153,25.5
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+1.5 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100505GL+,653153,17.63
"Compound gauge 100 mm. round rim (B), range -1/+1.5 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100505B/GL,653153,10.19
"(alt. 213.50.063)""",063504A,653154,11.4
"(alt. 213.53.063)""",63504,653154,10.13
"Compound gauge 63 mm. round rim (B), range -1/+3 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063504B,653154,4.5
"MANODRUCK compound gauge 80 mm. round rim (B), range -1/+3 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080504GL1/2_S,653155,21.57
"MANODRUCK compound gauge 75 mm. round rim (B), range -1/+3 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075504GL1/2,653155,15.75
"MANODRUCK compound gauge 75 mm. round rim (B), range -1/+3 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075504GL1/2_S,653155,15.75
"Compound gauge 75 mm. round rim (B), range -1/+3 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075504B/GL1/2,653155,9.9
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+3 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100504GL,653156,25.5
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+3 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100504GL+,653156,17.63
"Compound gauge 100 mm. round rim (B), range -1/+3 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100504B/GL,653156,10.19
"(alt. 213.50.063)""",063503A,653157,11.4
"(alt. 213.50.063)""",063503A_S,653157,11.4
"(alt. 213.53.063)""",63503,653157,10.13
"Compound gauge 63 mm. round rim (B), range -1/+5 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063503B,653157,4.5
"MANODRUCK compound gauge 80 mm. round rim (B), range -1/+5 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080503GL1/2_S,653158,21.57
"MANODRUCK compound gauge 75 mm. round rim (B), range -1/+5 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075503GL1/2,653158,15.75
"Compound gauge 75 mm. round rim (B), range -1/+5 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075503B/GL1/2,653158,9.9
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+5 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100503GL,653159,25.5
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+5 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100503GL+,653159,17.63
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+5 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100503GL+_S,653159,17.63
"Compound gauge 100 mm. round rim (B), range -1/+5 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100503B/GL,653159,10.19
"(alt. 213.50.063)""",063502A,653160,11.4
"(alt. 213.53.063)""",63502,653160,10.13
"(alt. 213.53.063)""",063502_S,653160,10.13
"Compound gauge 63 mm. round rim (B), range -1/+9 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063502B,653160,4.5
"MANODRUCK compound gauge 80 mm. round rim (B), range -1/+9 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080502GL1/2_S,653161,21.57
"MANODRUCK compound gauge 75 mm. round rim (B), range -1/+9 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075502GL1/2,653161,15.75
"MANODRUCK compound gauge 75 mm. round rim (B), range -1/+9 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075502GL1/2_S,653161,15.75
"Compound gauge 75 mm. round rim (B), range -1/+9 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075502B/GL1/2,653161,9.9
"Compound gauge 75 mm. round rim (B), range -1/+9 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075502B/GL1/2_S,653161,9.9
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+9 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100502GL,653162,25.5
"MANODRUCK compound gauge 100 mm. round rim (B), range -1/+9 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100502GL+,653162,17.63
"Compound gauge 100 mm. round rim (B), range -1/+9 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100502B/GL,653162,10.19
"(alt. 213.50.063)""",063512A,653163,11.4
"(alt. 213.53.063)""",63512,653163,10.13
"Pressure gauge 63 mm. round rim (B), range 0-4 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063512B,653163,4.5
"MANODRUCK pressure gauge 80 mm. round rim (B), range 0-4 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080512GL1/2_S,653164,21.57
"MANODRUCK pressure gauge 75 mm. round rim (B), range 0-4 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075512GL1/2,653164,15.75
"MANODRUCK pressure gauge 75 mm. round rim (B), range 0-4 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075512GL1/2_S,653164,15.75
"Pressure gauge 75 mm. round rim (B), range 0-4 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075512B/GL1/2,653164,9.9
"Pressure gauge 75 mm. round rim (B), range 0-4 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075512B/GL1/2_S,653164,9.9
"MANODRUCK pressure gauge 100 mm. round rim (B), range 0-4 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100512GL,653165,25.5
"MANODRUCK pressure gauge 100 mm. round rim (B), range 0-4 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100512GL+,653165,17.63
"Pressure gauge 100 mm. round rim (B), range 0-4 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100512B/GL,653165,10.19
"(alt. 213.50.063)""",063513A,653166,11.4
"(alt. 213.50.063)""",063513A_S,653166,11.4
"(alt. 213.53.063)""",63513,653166,10.13
"Pressure gauge 63 mm. round rim (B), range 0-6 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063513B,653166,4.5
"MANODRUCK pressure gauge 80 mm. round rim (B), range 0-6 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080513GL1/2_S,653167,23.25
"MANODRUCK pressure gauge 75 mm. round rim (B), range 0-6 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075513GL1/2,653167,15.75
"MANODRUCK pressure gauge 75 mm. round rim (B), range 0-6 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075513GL1/2_S,653167,15.75
"Pressure gauge 75 mm. round rim (B), range 0-6 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075513B/GL1/2,653167,9.9
"Pressure gauge 75 mm. round rim (B), range 0-6 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075513B/GL1/2_S,653167,9.9
"MANODRUCK pressure gauge 100 mm. round rim (B), range 0-6 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100513GL,653168,25.5
"MANODRUCK pressure gauge 100 mm. round rim (B), range 0-6 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100513GL+,653168,17.63
"Pressure gauge 100 mm. round rim (B), range 0-6 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100513B/GL,653168,10.19
"(alt. 213.50.063)""",063514A,653169,11.4
"(alt. 213.50.063)""",063514A_S,653169,11.4
"(alt. 213.53.063)""",63514,653169,10.13
"Pressure gauge 63 mm. round rim (B), range 0-10 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063514B,653169,4.5
"MANODRUCK pressure gauge 80 mm. round rim (B), range 0-10 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080514GL1/2_S,653170,21.57
"MANODRUCK pressure gauge 75 mm. round rim (B), range 0-10 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075514GL1/2,653170,15.75
"MANODRUCK pressure gauge 75 mm. round rim (B), range 0-10 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075514GL1/2_S,653170,15.75
"Pressure gauge 75 mm. round rim (B), range 0-10 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075514B/GL1/2,653170,9.9
"Pressure gauge 75 mm. round rim (B), range 0-10 bar, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",075514B/GL1/2_S,653170,9.9
"MANODRUCK pressure gauge 100 mm. round rim (B), range 0-10 bar - Cl. 1.0, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 213.53.100)",100514GL,653171,25.5
"MANODRUCK pressure gauge 100 mm. round rim (B), range 0-10 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled stainless steel casing - brass internals (Alt. 113.53.100)",100514GL+,653171,17.63
"Pressure gauge 100 mm. round rim (B), range 0-10 bar - Cl. 1.6, bottom connection 1/2"" BSP glycerine filled - stainless steel casing, brass internals",100514B/GL,653171,10.19
"(alt. 213.50.063)""",063515A,653172,11.4
"(alt. 213.53.063)""",63515,653172,10.13
"Pressure gauge 63 mm. round rim (B), range 0-16 bar, bottom connection 1/4"" BSP glycerine filled - stainless steel casing, brass internals",063515B,653172,4.5
"MANODRUCK pressure gauge 80 mm. round rim (B), range 0-16 bar, bottom connection 1/2"" BSP stainless steel casing - brass internals (alt. 113.53.080)",080515GL1/2_S,653173,21.57
